,file,target
313,test_images/006838-num8.png,8
314,test_images/005170-num5.png,5
315,test_images/006695-num4.png,4
316,test_images/005573-num3.png,3
317,test_images/003922-num1.png,1
318,test_images/003250-num2.png,2
319,test_images/006712-num1.png,1
320,test_images/000925-num3.png,3
321,test_images/007660-num8.png,8
322,test_images/005693-num6.png,6
323,test_images/006839-num8.png,8
324,test_images/009252-num9.png,9
325,test_images/001568-num8.png,8
326,test_images/009046-num2.png,2
327,test_images/004184-num9.png,9
328,test_images/001356-num2.png,2
329,test_images/005290-num0.png,0
330,test_images/003037-num2.png,2
331,test_images/009830-num5.png,5
332,test_images/005013-num1.png,1
333,test_images/003719-num7.png,7
334,test_images/006272-num3.png,3
335,test_images/006590-num0.png,0
336,test_images/005907-num2.png,2
337,test_images/000846-num7.png,7
338,test_images/009527-num0.png,0
339,test_images/008931-num7.png,7
340,test_images/009343-num6.png,6
341,test_images/009831-num5.png,5
342,test_images/007373-num1.png,1
343,test_images/006886-num5.png,5
344,test_images/007092-num4.png,4
345,test_images/005195-num4.png,4
346,test_images/003916-num3.png,3
347,test_images/004621-num3.png,3
348,test_images/003964-num8.png,8
349,test_images/002816-num1.png,1
350,test_images/007626-num1.png,1
351,test_images/007957-num4.png,4
352,test_images/001082-num5.png,5
353,test_images/001996-num6.png,6
354,test_images/006688-num1.png,1
355,test_images/008101-num9.png,9
356,test_images/000660-num4.png,4
357,test_images/008315-num2.png,2
358,test_images/009617-num6.png,6
359,test_images/006755-num8.png,8
360,test_images/001694-num8.png,8
361,test_images/004434-num8.png,8
362,test_images/001480-num3.png,3
363,test_images/006727-num3.png,3
364,test_images/003265-num0.png,0
365,test_images/004609-num4.png,4
366,test_images/006324-num5.png,5
367,test_images/009790-num3.png,3
368,test_images/005851-num4.png,4
369,test_images/000648-num3.png,3
370,test_images/006142-num5.png,5
371,test_images/005878-num3.png,3
372,test_images/004742-num7.png,7
373,test_images/000329-num1.png,1
374,test_images/001784-num7.png,7
375,test_images/006946-num9.png,9
376,test_images/001417-num9.png,9
377,test_images/007579-num9.png,9
378,test_images/009096-num1.png,1
379,test_images/003281-num1.png,1
380,test_images/000564-num0.png,0
381,test_images/009495-num7.png,7
382,test_images/007835-num0.png,0
383,test_images/003981-num9.png,9
384,test_images/004840-num9.png,9
385,test_images/005932-num0.png,0
386,test_images/001197-num0.png,0
387,test_images/003090-num0.png,0
388,test_images/007156-num2.png,2
389,test_images/003117-num5.png,5
390,test_images/003567-num8.png,8
391,test_images/002885-num1.png,1
392,test_images/004150-num0.png,0
393,test_images/005022-num9.png,9
394,test_images/008228-num0.png,0
395,test_images/003515-num3.png,3
396,test_images/002191-num2.png,2
397,test_images/002270-num7.png,7
398,test_images/009516-num8.png,8
399,test_images/000111-num7.png,7
400,test_images/001905-num6.png,6
401,test_images/005398-num0.png,0
402,test_images/002016-num7.png,7
403,test_images/009005-num1.png,1
404,test_images/005354-num6.png,6
405,test_images/008481-num0.png,0
406,test_images/000392-num6.png,6
407,test_images/006808-num0.png,0
408,test_images/001716-num7.png,7
409,test_images/002312-num3.png,3
410,test_images/005531-num0.png,0
411,test_images/004888-num5.png,5
412,test_images/009660-num7.png,7
413,test_images/003796-num2.png,2
414,test_images/005988-num7.png,7
415,test_images/002174-num3.png,3
416,test_images/001558-num0.png,0
417,test_images/004068-num8.png,8
418,test_images/008362-num3.png,3
419,test_images/007909-num2.png,2
420,test_images/008761-num5.png,5
421,test_images/005756-num0.png,0
422,test_images/009648-num0.png,0
423,test_images/008083-num6.png,6
424,test_images/009183-num4.png,4
425,test_images/000266-num8.png,8
426,test_images/004656-num2.png,2
427,test_images/002107-num8.png,8
428,test_images/008507-num5.png,5
429,test_images/000489-num1.png,1
430,test_images/008451-num3.png,3
431,test_images/009737-num1.png,1
432,test_images/008799-num1.png,1
433,test_images/006976-num1.png,1
434,test_images/007162-num0.png,0
435,test_images/004687-num1.png,1
436,test_images/004871-num1.png,1
437,test_images/004567-num4.png,4
438,test_images/001588-num3.png,3
439,test_images/006460-num4.png,4
440,test_images/000818-num1.png,1
441,test_images/003122-num7.png,7
442,test_images/005467-num6.png,6
443,test_images/002647-num3.png,3
444,test_images/002898-num4.png,4
445,test_images/000526-num3.png,3
446,test_images/007805-num8.png,8
447,test_images/003747-num1.png,1
448,test_images/007616-num9.png,9
449,test_images/003069-num4.png,4
450,test_images/005763-num2.png,2
451,test_images/001353-num8.png,8
452,test_images/005081-num1.png,1
453,test_images/007915-num7.png,7
454,test_images/002288-num3.png,3
455,test_images/003888-num9.png,9
456,test_images/005482-num7.png,7
457,test_images/004249-num1.png,1
458,test_images/007471-num9.png,9
459,test_images/000046-num1.png,1
460,test_images/004404-num0.png,0
461,test_images/009042-num8.png,8
462,test_images/004583-num5.png,5
463,test_images/003889-num9.png,9
464,test_images/007584-num7.png,7
465,test_images/004308-num1.png,1
466,test_images/001405-num5.png,5
467,test_images/005047-num4.png,4
468,test_images/001181-num6.png,6
469,test_images/001074-num8.png,8
470,test_images/009865-num0.png,0
471,test_images/008793-num2.png,2
472,test_images/002665-num7.png,7
473,test_images/002966-num9.png,9
474,test_images/007756-num9.png,9
475,test_images/000107-num1.png,1
476,test_images/002266-num1.png,1
477,test_images/007724-num2.png,2
478,test_images/005124-num0.png,0
479,test_images/004930-num1.png,1
480,test_images/006123-num2.png,2
481,test_images/006345-num2.png,2
482,test_images/005342-num0.png,0
483,test_images/001090-num9.png,9
484,test_images/002162-num5.png,5
485,test_images/003780-num4.png,4
486,test_images/007899-num1.png,1
487,test_images/002876-num6.png,6
488,test_images/003606-num1.png,1
489,test_images/002560-num3.png,3
490,test_images/002774-num8.png,8
491,test_images/002512-num8.png,8
492,test_images/009906-num4.png,4
493,test_images/004931-num1.png,1
494,test_images/007936-num3.png,3
495,test_images/000786-num6.png,6
496,test_images/008981-num3.png,3
497,test_images/008777-num3.png,3
498,test_images/001164-num7.png,7
499,test_images/003353-num1.png,1
500,test_images/006895-num9.png,9
501,test_images/004292-num1.png,1
502,test_images/008447-num5.png,5
503,test_images/005470-num0.png,0
504,test_images/004716-num2.png,2
505,test_images/006638-num5.png,5
506,test_images/001254-num1.png,1
507,test_images/009721-num7.png,7
508,test_images/004502-num9.png,9
509,test_images/006960-num7.png,7
510,test_images/002679-num2.png,2
511,test_images/001927-num2.png,2
512,test_images/007080-num8.png,8
513,test_images/009546-num7.png,7
514,test_images/008037-num8.png,8
515,test_images/003751-num7.png,7
516,test_images/004690-num7.png,7
517,test_images/001389-num8.png,8
518,test_images/006248-num8.png,8
519,test_images/004172-num4.png,4
520,test_images/008951-num0.png,0
521,test_images/007848-num2.png,2
522,test_images/008089-num5.png,5
523,test_images/005548-num8.png,8
524,test_images/005097-num7.png,7
525,test_images/004883-num6.png,6
526,test_images/009630-num8.png,8
527,test_images/004413-num6.png,6
528,test_images/004904-num3.png,3
529,test_images/006117-num0.png,0
530,test_images/007271-num2.png,2
531,test_images/004882-num6.png,6
532,test_images/002318-num0.png,0
533,test_images/005774-num4.png,4
534,test_images/004412-num6.png,6
535,test_images/007885-num4.png,4
536,test_images/004196-num5.png,5
537,test_images/006686-num8.png,8
538,test_images/008832-num4.png,4
539,test_images/005684-num0.png,0
540,test_images/007207-num3.png,3
541,test_images/000424-num0.png,0
542,test_images/006807-num9.png,9
543,test_images/000642-num0.png,0
544,test_images/007782-num0.png,0
545,test_images/008336-num6.png,6
546,test_images/004901-num9.png,9
547,test_images/005685-num0.png,0
548,test_images/006496-num9.png,9
549,test_images/004201-num1.png,1
550,test_images/005286-num6.png,6
551,test_images/009635-num2.png,2
552,test_images/003247-num4.png,4
553,test_images/002440-num4.png,4
554,test_images/009854-num8.png,8
555,test_images/004082-num0.png,0
556,test_images/009518-num1.png,1
557,test_images/005896-num1.png,1
558,test_images/005406-num1.png,1
559,test_images/002257-num9.png,9
560,test_images/009531-num6.png,6
561,test_images/000850-num1.png,1
562,test_images/004996-num3.png,3
563,test_images/003325-num0.png,0
564,test_images/008227-num9.png,9
565,test_images/005661-num1.png,1
566,test_images/007990-num1.png,1
567,test_images/001978-num4.png,4
568,test_images/008419-num3.png,3
569,test_images/001223-num0.png,0
570,test_images/009756-num6.png,6
571,test_images/002490-num7.png,7
572,test_images/005551-num7.png,7
573,test_images/004637-num5.png,5
574,test_images/003590-num5.png,5
575,test_images/000275-num4.png,4
576,test_images/008871-num7.png,7
577,test_images/003193-num3.png,3
578,test_images/004246-num8.png,8
579,test_images/002517-num2.png,2
580,test_images/006841-num0.png,0
581,test_images/008858-num0.png,0
582,test_images/003417-num0.png,0
583,test_images/004020-num8.png,8
584,test_images/004234-num3.png,3
585,test_images/003591-num5.png,5
586,test_images/003273-num6.png,6
587,test_images/009628-num7.png,7
588,test_images/002373-num4.png,4
589,test_images/009601-num0.png,0
590,test_images/007232-num1.png,1
591,test_images/008859-num0.png,0
592,test_images/001095-num3.png,3
593,test_images/001777-num0.png,0
594,test_images/009970-num5.png,5
595,test_images/009786-num5.png,5
596,test_images/002911-num8.png,8
597,test_images/002238-num7.png,7
598,test_images/007098-num7.png,7
599,test_images/004754-num1.png,1
600,test_images/000486-num8.png,8
601,test_images/004357-num7.png,7
602,test_images/003296-num7.png,7
603,test_images/008260-num0.png,0
604,test_images/005018-num2.png,2
605,test_images/009349-num5.png,5
606,test_images/003176-num2.png,2
607,test_images/000865-num3.png,3
608,test_images/004533-num1.png,1
609,test_images/007720-num8.png,8
610,test_images/006652-num1.png,1
611,test_images/008180-num5.png,5
612,test_images/004130-num7.png,7
613,test_images/007351-num5.png,5
614,test_images/008248-num7.png,7
615,test_images/001614-num4.png,4
616,test_images/008007-num0.png,0
617,test_images/003712-num6.png,6
618,test_images/006922-num6.png,6
619,test_images/004131-num5.png,5
620,test_images/006279-num2.png,2
621,test_images/009812-num3.png,3
622,test_images/006198-num7.png,7
623,test_images/004726-num8.png,8
624,test_images/004532-num3.png,3
625,test_images/002263-num9.png,9
626,test_images/004356-num5.png,5
627,test_images/008213-num9.png,9
628,test_images/007878-num8.png,8
629,test_images/002613-num4.png,4
630,test_images/003310-num0.png,0
631,test_images/009504-num6.png,6
632,test_images/008662-num4.png,4
633,test_images/004755-num3.png,3
634,test_images/007027-num8.png,8
635,test_images/009203-num4.png,4
636,test_images/007233-num3.png,3
637,test_images/007055-num3.png,3
638,test_images/006730-num7.png,7
639,test_images/007619-num2.png,2
640,test_images/006719-num0.png,0
641,test_images/007630-num5.png,5
642,test_images/001497-num7.png,7
643,test_images/000438-num7.png,7
644,test_images/000195-num3.png,3
645,test_images/009064-num4.png,4
646,test_images/005847-num0.png,0
647,test_images/008686-num5.png,5
648,test_images/008567-num0.png,0
649,test_images/001806-num7.png,7
650,test_images/001496-num7.png,7
651,test_images/006731-num7.png,7
652,test_images/001112-num4.png,4
653,test_images/001149-num8.png,8
654,test_images/003688-num6.png,6
655,test_images/008418-num1.png,1
656,test_images/007501-num3.png,3
657,test_images/006891-num1.png,1
658,test_images/004481-num4.png,4
659,test_images/007816-num6.png,6
660,test_images/001608-num3.png,3
661,test_images/003726-num4.png,4
662,test_images/005581-num6.png,6
663,test_images/007084-num0.png,0
664,test_images/003142-num2.png,2
665,test_images/002042-num0.png,0
666,test_images/004507-num1.png,1
667,test_images/000099-num9.png,9
668,test_images/003541-num4.png,4
669,test_images/009634-num0.png,0
670,test_images/001833-num5.png,5
671,test_images/002109-num3.png,3
672,test_images/000027-num4.png,4
673,test_images/001368-num1.png,1
674,test_images/002120-num4.png,4
675,test_images/004229-num4.png,4
676,test_images/005166-num1.png,1
677,test_images/005800-num9.png,9
678,test_images/000630-num9.png,9
679,test_images/003798-num9.png,9
680,test_images/004659-num9.png,9
681,test_images/001869-num9.png,9
682,test_images/007605-num7.png,7
683,test_images/005491-num9.png,9
684,test_images/006160-num3.png,3
685,test_images/009050-num6.png,6
686,test_images/000643-num2.png,2
687,test_images/005876-num8.png,8
688,test_images/003455-num1.png,1
689,test_images/001299-num5.png,5
690,test_images/006303-num9.png,9
691,test_images/007971-num8.png,8
692,test_images/005680-num8.png,8
693,test_images/005804-num3.png,3
694,test_images/002555-num3.png,3
695,test_images/008556-num8.png,8
696,test_images/003219-num0.png,0
697,test_images/003454-num1.png,1
698,test_images/004595-num1.png,1
699,test_images/000453-num3.png,3
700,test_images/006302-num9.png,9
701,test_images/009643-num1.png,1
702,test_images/003588-num8.png,8
703,test_images/007415-num6.png,6
704,test_images/008950-num2.png,2
705,test_images/003750-num5.png,5
706,test_images/009136-num8.png,8
707,test_images/004867-num5.png,5
708,test_images/009850-num0.png,0
709,test_images/006949-num2.png,2
710,test_images/003498-num7.png,7
711,test_images/003808-num7.png,7
712,test_images/000354-num1.png,1
713,test_images/004086-num8.png,8
714,test_images/007861-num7.png,7
715,test_images/003537-num5.png,5
716,test_images/008045-num1.png,1
717,test_images/000756-num7.png,7
718,test_images/002909-num5.png,5
719,test_images/008620-num7.png,7
720,test_images/002034-num1.png,1
721,test_images/007710-num2.png,2
722,test_images/009462-num8.png,8
723,test_images/008980-num1.png,1
724,test_images/000958-num3.png,3
725,test_images/005741-num4.png,4
726,test_images/008776-num1.png,1
727,test_images/002680-num4.png,4
728,test_images/000971-num4.png,4
729,test_images/008094-num2.png,2
730,test_images/008375-num7.png,7
731,test_images/009013-num5.png,5
732,test_images/007245-num2.png,2
733,test_images/005819-num6.png,6
734,test_images/009881-num3.png,3
735,test_images/007421-num4.png,4
736,test_images/002877-num4.png,4
737,test_images/000064-num7.png,7
738,test_images/002706-num1.png,1
739,test_images/005125-num2.png,2
740,test_images/003674-num8.png,8
741,test_images/005831-num1.png,1
742,test_images/007236-num9.png,9
743,test_images/007022-num2.png,2
744,test_images/006344-num0.png,0
745,test_images/003882-num8.png,8
746,test_images/009573-num7.png,7
747,test_images/006388-num6.png,6
748,test_images/008473-num5.png,5
749,test_images/005208-num1.png,1
750,test_images/008070-num3.png,3
751,test_images/005908-num9.png,9
752,test_images/005221-num6.png,6
753,test_images/003086-num4.png,4
754,test_images/000081-num6.png,6
755,test_images/006954-num7.png,7
756,test_images/006656-num9.png,9
757,test_images/004723-num2.png,2
758,test_images/009171-num1.png,1
759,test_images/003993-num7.png,7
760,test_images/006367-num4.png,4
761,test_images/006815-num7.png,7
762,test_images/001544-num7.png,7
763,test_images/003926-num9.png,9
764,test_images/005505-num0.png,0
765,test_images/002169-num4.png,4
766,test_images/004181-num1.png,1
767,test_images/001821-num9.png,9
768,test_images/008130-num3.png,3
769,test_images/004913-num7.png,7
770,test_images/006100-num4.png,4
771,test_images/009030-num1.png,1
772,test_images/000678-num9.png,9
773,test_images/004610-num9.png,9
774,test_images/003227-num1.png,1
775,test_images/006571-num9.png,9
776,test_images/006993-num2.png,2
777,test_images/003927-num9.png,9
778,test_images/006904-num8.png,8
779,test_images/009699-num1.png,1
780,test_images/008052-num7.png,7
781,test_images/005958-num6.png,6
782,test_images/006062-num0.png,0
783,test_images/005017-num9.png,9
784,test_images/003746-num3.png,3
785,test_images/008234-num7.png,7
786,test_images/004729-num1.png,1
787,test_images/003345-num5.png,5
788,test_images/008478-num6.png,6
789,test_images/000124-num7.png,7
790,test_images/000819-num3.png,3
791,test_images/002421-num1.png,1
792,test_images/003998-num4.png,4
793,test_images/007163-num2.png,2
794,test_images/001426-num3.png,3
795,test_images/005970-num1.png,1
796,test_images/008947-num4.png,4
797,test_images/007377-num9.png,9
798,test_images/006595-num8.png,8
799,test_images/005786-num1.png,1
800,test_images/000769-num6.png,6
801,test_images/001243-num5.png,5
802,test_images/002936-num4.png,4
803,test_images/005628-num3.png,3
804,test_images/009744-num8.png,8
805,test_images/007560-num4.png,4
806,test_images/008636-num1.png,1
807,test_images/006750-num0.png,0
808,test_images/005518-num5.png,5
809,test_images/007679-num5.png,5
810,test_images/002812-num9.png,9
811,test_images/001315-num3.png,3
812,test_images/001101-num8.png,8
813,test_images/003074-num3.png,3
814,test_images/003395-num6.png,6
815,test_images/009911-num0.png,0
816,test_images/007208-num8.png,8
817,test_images/001292-num6.png,6
818,test_images/000459-num0.png,0
819,test_images/002577-num7.png,7
820,test_images/002861-num2.png,2
821,test_images/008748-num0.png,0
822,test_images/002175-num1.png,1
823,test_images/001172-num3.png,3
824,test_images/007599-num0.png,0
825,test_images/001293-num6.png,6
826,test_images/008810-num2.png,2
827,test_images/000617-num7.png,7
828,test_images/005355-num4.png,4
829,test_images/006499-num2.png,2
830,test_images/006134-num6.png,6
831,test_images/002710-num7.png,7
832,test_images/003358-num0.png,0
833,test_images/001276-num7.png,7
834,test_images/007733-num6.png,6
835,test_images/009093-num9.png,9
836,test_images/008603-num3.png,3
837,test_images/002884-num3.png,3
838,test_images/009166-num7.png,7
839,test_images/005945-num3.png,3
840,test_images/002600-num8.png,8
841,test_images/009300-num7.png,7
842,test_images/002190-num0.png,0
843,test_images/005051-num0.png,0
844,test_images/007330-num0.png,0
845,test_images/004508-num8.png,8
846,test_images/003359-num0.png,0
847,test_images/009873-num4.png,4
848,test_images/002467-num8.png,8
849,test_images/001674-num1.png,1
850,test_images/006057-num2.png,2
851,test_images/000982-num3.png,3
852,test_images/004122-num9.png,9
853,test_images/004344-num9.png,9
854,test_images/005941-num9.png,9
855,test_images/008276-num4.png,4
856,test_images/008904-num7.png,7
857,test_images/002462-num2.png,2
858,test_images/000300-num4.png,4
859,test_images/003148-num1.png,1
860,test_images/003307-num6.png,6
861,test_images/009983-num0.png,0
862,test_images/007523-num7.png,7
863,test_images/000684-num7.png,7
864,test_images/000166-num4.png,4
865,test_images/008011-num4.png,4
866,test_images/002206-num4.png,4
867,test_images/007744-num7.png,7
868,test_images/005425-num7.png,7
869,test_images/008867-num3.png,3
870,test_images/000182-num5.png,5
871,test_images/009215-num2.png,2
872,test_images/006540-num1.png,1
873,test_images/003586-num1.png,1
